Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
0.31,5.3399997,9.28,0.0,0.01,-0.26999998,1545105363344,0
-0.35999998,3.56,9.389999,-0.01,-0.04,-0.26,1545105363544,0
0.53,5.0099998,7.47,0.099999994,-0.06,0.089999996,1545105363744,0
0.089999996,5.16,8.94,-0.03,0.02,0.13,1545105363944,0
-0.21,4.63,11.82,-0.01,-0.03,0.03,1545105364144,0
1.14,5.2599998,6.91,-0.01,0.03,0.16,1545105364344,0
-0.35999998,5.71,9.38,0.02,-0.02,-0.32999998,1545105364544,0
0.57,3.73,7.66,-0.049999997,-0.049999997,-0.14,1545105364744,0
0.17,5.1099997,9.24,0.06,-0.049999997,-0.049999997,1545105364944,0
-0.63,2.98,7.68,-0.01,-0.02,0.0,1545105365144,0
0.39999998,4.19,5.7599998,-0.01,-0.02,0.0,1545105365344,0
-0.41,4.62,8.63,0.099999994,-0.01,-0.14999999,1545105365544,0
0.45,4.12,8.61,-0.01,-0.02,-0.02,1545105365744,0
0.42,4.5499997,7.74,-0.11,0.0,-0.099999994,1545105365944,1
-0.089999996,4.2599998,8.96,0.099999994,-0.089999996,-0.22,1545105366144,1
0.57,6.94,10.059999,0.0,-0.08,0.099999994,1545105366346,1
0.24,4.0099998,9.5199995,0.0,0.0,0.12,1545105366544,1
1.3399999,6.17,8.5,-0.08,-0.01,0.14,1545105366744,1
-1.01,4.96,9.75,0.089999996,0.07,-0.07,1545105366944,1
0.66999996,4.74,7.8799996,0.02,0.06,-0.19,1545105367144,1
1.14,4.21,8.65,-0.03,0.049999997,-0.35999998,1545105367344,1
-0.32999998,3.97,7.6499996,-0.11,-0.06,-0.56,1545105367544,1
-0.38,3.3999999,7.1299996,0.03,-0.06,-0.84999996,1545105367744,1
-0.48999998,4.2999997,9.21,0.099999994,-0.26,-0.95,1545105367944,1
-1.4,4.99,7.8799996,0.11,-0.26999998,-1.06,1545105368144,1
-2.04,3.73,8.26,0.22999999,-0.39999998,-0.94,1545105368349,1
-3.84,4.7,9.44,0.25,-0.39,-0.7,1545105368544,1
-1.5799999,5.2,8.5,0.26,-0.35999998,-0.93,1545105368744,1
2.36,2.08,6.27,0.35,-0.31,-1.18,1545105368944,1
-2.6499999,5.31,14.469999,0.28,-0.39999998,-1.37,1545105369144,1
-2.03,3.85,9.559999,0.72999996,-0.55,-1.53,1545105369344,1
-2.99,5.22,9.139999,0.72999996,-0.55,-1.53,1545105369544,1
-0.14999999,6.31,8.04,0.78,-0.52,-0.96999997,1545105369744,1
-3.1699998,4.0299997,8.2,0.53,-0.47,-0.94,1545105369944,1
-1.3,4.93,8.63,0.35,-0.48,-0.42,1545105370144,1
-0.11,5.68,10.36,0.21,-0.37,0.32,1545105370344,1
-1.5,5.8799996,9.639999,-0.02,-0.24,-0.17,1545105370544,1
-0.87,3.8799999,10.48,0.47,-0.32,-0.56,1545105370744,1
-0.5,4.46,8.36,-0.099999994,-0.29,-0.11,1545105370944,1
-0.57,2.9099998,6.18,-0.11,-0.22999999,0.25,1545105371144,1
0.03,4.17,8.44,-0.099999994,-0.099999994,0.26,1545105371344,1
0.52,2.09,8.58,-0.08,-0.06,0.22,1545105371544,1
0.45999998,3.58,9.08,-0.03,0.01,0.14999999,1545105371744,1
0.0,4.15,9.2,-0.02,0.01,0.049999997,1545105371944,0
0.85999995,4.8199997,8.83,-0.08,0.02,0.02,1545105372144,0
0.93,5.29,8.179999,0.08,0.06,-0.03,1545105372347,0
0.26999998,6.1,8.599999,0.08,0.06,-0.03,1545105372544,0
-0.58,4.31,9.53,-0.08,0.0,-0.14999999,1545105372744,0
0.049999997,4.69,8.69,-0.02,-0.03,-0.11,1545105372944,0
0.32,4.77,9.36,0.0,-0.049999997,-0.21,1545105373144,0
