Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
0.39,5.44,9.05,0.02,0.02,-0.01,1545105384304,0
0.62,5.02,8.46,0.14,0.0,-0.11,1545105384504,0
-0.38,6.23,9.29,-0.06,-0.01,-0.22,1545105384704,0
0.21,4.92,9.57,-0.089999996,-0.089999996,-0.31,1545105384904,0
-0.48999998,6.2,11.73,-0.02,-0.04,0.16,1545105385104,0
0.72999996,5.4,7.35,0.08,-0.089999996,0.12,1545105385304,0
1.77,3.6599998,6.74,-0.07,0.01,0.48999998,1545105385504,0
-0.28,5.7999997,9.17,0.0,0.08,0.25,1545105385704,0
-0.42999998,2.74,9.94,0.03,0.07,0.19999999,1545105385904,0
1.28,7.0299997,9.5,0.01,0.03,0.29999998,1545105386104,0
1.1999999,4.89,6.8999996,0.45999998,0.11,0.03,1545105386303,0
0.35999998,5.2599998,8.929999,0.08,0.06,-0.21,1545105386504,0
0.45999998,4.0299997,8.24,0.14,0.04,-0.52,1545105386703,0
1.15,3.98,8.16,-0.26,-0.04,-0.19,1545105386904,0
0.14999999,4.43,9.0,0.08,0.01,-0.11,1545105387104,0
-1.3,4.2799997,9.03,0.17999999,-0.099999994,-0.29,1545105387304,0
0.12,6.3199997,7.69,0.01,-0.16,-0.17,1545105387504,0
-0.93,4.88,10.09,0.07,-0.07,0.22999999,1545105387704,0
-0.11,4.94,9.4,0.089999996,-0.07,0.12,1545105387905,0
0.53,5.3399997,10.54,0.02,0.0,0.45,1545105388104,0
0.9,5.81,9.61,0.02,0.0,0.45,1545105388313,1
0.83,5.95,8.62,0.06,0.0,0.06,1545105388505,1
-0.07,4.22,8.78,-0.03,0.13,0.41,1545105388706,1
1.8199999,5.47,8.37,-0.03,0.13,0.41,1545105388907,1
0.22999999,5.77,8.17,0.03,0.049999997,-0.58,1545105389103,1
0.42,4.89,8.28,0.03,0.049999997,-0.58,1545105389304,1
0.74,4.13,8.849999,0.14,0.07,-0.47,1545105389503,1
0.11,4.3399997,8.83,0.14,-0.06,-0.97999996,1545105389703,1
-0.19,4.43,8.69,0.089999996,-0.07,-0.84,1545105389904,1
-2.51,3.76,9.25,0.14999999,-0.22,-1.49,1545105390103,1
-1.88,3.22,11.65,0.55,-0.38,-1.4599999,1545105390307,1
-1.2099999,5.24,9.719999,0.55,-0.38,-1.4599999,1545105390504,1
1.1,4.96,13.32,0.39,-0.24,-0.94,1545105390706,1
-0.9,3.37,7.49,0.32999998,-0.29,-1.06,1545105390904,1
-2.75,4.58,8.65,0.51,-0.44,-1.35,1545105391104,1
0.39999998,3.85,11.4,0.53,-0.35,-1.28,1545105391304,1
-2.86,5.69,10.969999,0.68,-0.62,-1.74,1545105391504,1
-0.93,2.72,6.5099998,0.68,-0.62,-1.74,1545105391704,1
-3.3799999,3.6599998,8.96,0.87,-0.61,-1.12,1545105391904,1
-2.86,3.9199998,8.71,0.48999998,-0.63,-0.71,1545105392104,1
-1.5799999,4.66,7.8799996,0.28,-0.45,0.049999997,1545105392304,1
-0.78,4.44,7.0899997,0.21,-0.29,0.22999999,1545105392504,1
-0.48,4.72,8.69,0.06,-0.32999998,-0.19999999,1545105392704,1
-0.66999996,5.89,11.32,-0.06,-0.19999999,0.66999996,1545105392904,1
1.49,4.75,8.7,-0.17999999,0.13,1.41,1545105393104,1
1.77,5.5699997,8.45,0.03,0.22,-0.099999994,1545105393305,1
-0.099999994,4.14,8.48,0.03,0.22,-0.099999994,1545105393504,1
-0.37,4.67,7.62,0.32,0.04,-0.83,1545105393704,1
-0.25,4.0499997,9.37,0.14,-0.25,-1.02,1545105393903,0
-0.91999996,4.72,9.0,0.049999997,-0.21,-0.12,1545105394106,0
