Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
-2.73,-5.24,7.56,0.0,0.0,0.0,1545103967674,0
-2.21,-5.3399997,7.64,0.0,0.0,0.0,1545103967874,0
-2.09,-5.95,4.0699997,0.01,0.089999996,-0.14,1545103968074,0
-1.0699999,-5.43,7.0699997,0.0,-0.14,0.24,1545103968272,0
-3.03,-6.33,6.0899997,0.22999999,-0.04,0.13,1545103968474,0
-0.26,-6.0099998,6.8199997,0.03,-0.11,-0.19999999,1545103968674,0
-1.55,-7.2,6.1,0.0,0.07,-0.19,1545103968874,0
-2.99,-7.0099998,12.63,0.07,0.22,-0.12,1545103969074,0
-3.5,-5.0499997,8.25,-0.07,0.02,0.11,1545103969274,0
-1.12,-2.9099998,7.18,-0.07,0.02,0.11,1545103969474,0
-3.34,-5.16,11.11,0.06,0.37,-0.59999996,1545103969673,0
-3.6599998,-5.2799997,5.7999997,-0.049999997,-0.32,0.64,1545103969873,0
-0.16,-5.49,10.24,0.0,0.07,-0.32999998,1545103970072,0
-2.02,-6.89,6.3799996,0.0,0.13,0.0,1545103970273,0
-1.99,-7.46,6.16,-0.07,-0.17,0.25,1545103970473,0
-1.27,-6.94,5.7799997,-0.04,-0.099999994,-0.07,1545103970672,0
-2.31,-6.73,4.5,-0.07,0.19999999,-0.26,1545103970872,0
-2.69,-8.59,7.93,-0.07,-0.35,0.56,1545103971072,0
0.56,-6.24,7.99,0.0,0.0,0.04,1545103971272,0
-2.7,-4.0699997,8.16,0.049999997,0.0,-0.03,1545103971473,0
-1.68,-5.9,8.57,-0.06,-0.07,0.19999999,1545103971672,0
-2.75,-5.5699997,9.719999,-0.049999997,-0.22,0.19,1545103971873,0
-1.62,-3.8999999,9.309999,0.06,-0.06,-0.19999999,1545103972073,0
-2.01,-4.75,7.1099997,0.049999997,-0.04,-0.099999994,1545103972272,0
-0.16,-5.93,9.53,-0.04,-0.089999996,0.13,1545103972473,0
-0.78999996,-6.35,4.98,0.03,0.089999996,0.0,1545103972672,0
-2.98,-5.75,8.41,-0.08,-0.28,0.34,1545103972874,0
-0.21,-8.61,3.83,-0.17999999,0.0,-0.08,1545103973074,1
-0.11,-8.099999,5.89,-0.099999994,-0.12,0.099999994,1545103973274,1
-1.9799999,-10.32,6.92,-0.17,-0.099999994,0.11,1545103973474,1
-0.95,-5.5,4.64,-0.049999997,-0.16,0.01,1545103973674,1
-0.65,-3.6599998,9.94,0.04,-0.25,-0.11,1545103973874,1
-0.34,-4.68,5.58,-0.08,-0.19,-0.29,1545103974074,1
-2.24,-7.02,6.43,-0.17,-0.31,-0.65999997,1545103974274,1
-2.24,-7.02,6.43,-0.14,-0.53999996,-0.96999997,1545103974473,1
-1.37,-5.99,4.58,0.13,-1.24,-1.91,1545103974674,1
19.1,-34.13,0.31,0.47,-2.52,-3.8,1545103974874,1
-8.74,-3.3,0.17,0.0,-0.14999999,-3.3,1545103975073,1
-7.79,-36.51,21.71,5.06,-4.39,0.42999998,1545103975273,1
0.87,9.74,-1.06,-0.38,0.08,0.44,1545103975473,0
1.79,9.75,2.21,0.02,-0.07,0.24,1545103975673,0
1.56,8.38,0.11,-0.04,-0.01,0.26999998,1545103975873,0
1.91,10.13,0.79999995,0.02,0.0,0.03,1545103976072,0
1.5999999,9.73,0.61,0.0,0.0,0.01,1545103976272,0
1.77,9.65,0.71999997,0.0,0.0,0.0,1545103976472,0
1.63,9.84,0.74,0.0,0.0,0.0,1545103976673,0
