Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
0.5292993,9.230406,-0.009580079,-0.5629334,-0.41983092,0.21847549,1538461670795,0,9.245574317030291
-2.6488917,9.163345,0.58198977,0.87677157,-0.5684354,0.18758282,1538461670953,0,9.55626657852001
0.5628296,9.034014,-0.31135255,0.23068865,-0.0640326,-0.33546203,1538461671108,0,9.056882825852593
0.6011499,8.701106,-6.100115,-1.3229996,-0.20091909,0.100231126,1538461671267,0,10.643403113606615
-0.53169435,10.181229,1.4897022,-0.8478916,0.15168345,0.2637492,1538461671422,0,10.303365250099008
-0.14370118,9.17053,-0.06227051,0.08528005,0.70135987,-0.2044345,1538461671581,0,9.171867210467509
1.4034815,9.764495,0.10777588,0.15878329,0.10800761,0.06614266,1538461671738,0,9.865431494170796
1.3076807,9.877061,-0.5388794,0.71857977,-0.23713808,0.2168776,1538461671897,0,9.977813077955402
-0.9148975,9.254355,-0.7544312,-0.22151612,0.12718236,-0.16182393,1538461672052,0,9.330020918361582
-1.3795313,9.924961,-0.23710695,-0.38609946,0.048885427,-0.021209024,1538461672213,0,10.023181988018525
-0.7065308,9.204061,0.21315674,-0.060128544,-0.0043777935,0.074132144,1538461672366,1,9.233599539663665
0.11256592,8.370594,0.20597169,0.49700478,0.34502897,0.7431182,1538461672526,1,8.373884363678718
1.3148658,10.291399,-1.6717237,-0.22897297,0.38817218,-0.07500488,1538461672685,1,10.508873658882399
2.3854396,9.402847,-1.0083033,0.07516004,0.9431749,-0.18472712,1538461672837,1,9.75297540935319
3.3147073,10.777588,-0.8262818,0.09167164,1.1418468,-0.71469617,1538461672995,1,11.306035078462676
0.90771246,10.813514,-0.7448511,0.078355834,0.7791242,-1.3543875,1538461673157,1,10.877078196804804
0.34488282,8.981323,-4.152964,0.7169819,0.8377137,-0.91496587,1538461673310,1,9.901021006702095
2.3662794,9.891431,-2.7614577,0.6807629,1.2249374,-0.78020996,1538461673466,1,10.5387539137943
1.1352394,10.394385,-0.59156984,0.24400444,1.2451775,-0.89898694,1538461673625,1,10.472915682804622
1.3100758,8.353828,-6.6437845,1.044018,1.0491688,-0.50057805,1538461673782,1,10.753725556186092
-2.8357031,10.195599,-0.33530274,-1.0252582,1.1556952,-0.75091517,1538461673939,1,10.587911926702173
2.7063723,8.349038,-9.177715,0.24560235,0.9527623,-0.92615116,1538461674097,1,12.698871570847398
-1.0490186,8.104747,-6.104905,-1.9333961,1.0571582,-0.661433,1538461674255,1,10.200844524654807
-1.4441968,8.566985,-7.9969707,-0.8100747,0.52772176,-0.20017345,1538461674412,1,11.80806829096164
-1.8226099,9.065149,-4.3254056,-0.960277,1.0161456,-0.536797,1538461674569,1,10.208230348316517
2.0932472,11.165582,-2.430945,-0.45427638,0.8718022,-0.6076371,1538461674727,1,11.61728879007735
-3.6116896,8.279583,-9.651929,-2.5730875,0.7940379,-0.3130915,1538461674883,1,13.21951322256906
2.5267458,7.0198026,-12.566668,1.432307,0.74876416,-0.24757771,1538461675042,1,14.614486563099247
2.4213648,9.869876,7.6377177,0.90287054,0.6555535,-0.5346665,1538461675198,1,12.712678372984518
-3.551814,8.830438,-7.917935,-1.2340499,0.6166714,-0.07287435,1538461675356,1,12.380860738521575
3.0296998,7.079678,-5.757627,1.5185934,0.64436823,-0.81855947,1538461675514,1,9.615154191843885
-0.2706372,11.170372,6.9551373,-0.99915916,0.8265285,0.14443961,1538461675673,1,13.16147370070157
-1.7507594,9.685459,-6.6437845,-0.47132063,1.2286658,-0.0654175,1538461675827,1,11.87489566269151
0.7113208,7.278465,-10.581197,0.37876043,0.12025815,0.16787542,1538461675987,1,12.862494314461198
2.806963,7.577842,2.7015822,0.8389547,-0.24512756,0.47147578,1538461676143,1,8.520638300250155
3.3530276,8.6627865,-2.5985963,-1.7837265,-0.8981347,0.79531616,1538461676302,1,9.645691616536249
0.73527104,8.921448,-7.1060233,-0.09261911,-1.0573916,0.81981725,1538461676456,1,11.429279288700123
2.5339308,9.75252,2.4908204,0.071431614,-0.84274095,-0.112821765,1538461676615,1,10.379626097054018
3.537444,10.020762,2.8692336,-0.36585945,0.29016784,-0.18579237,1538461676772,1,11.007346754106957
1.336421,9.08431,-2.3495142,-0.7813126,0.011068541,0.1577554,1538461676930,1,9.477917822039958
-2.0453467,9.996812,1.6813037,0.03681052,0.26566675,0.17373438,1538461677087,1,10.341492900842633
3.8511915,8.868757,-1.2166699,0.55399644,0.78977686,-0.64864975,1538461677244,1,9.74509170507324
1.5016773,9.192085,-2.9051588,0.8101925,0.07924547,0.06987108,1538461677400,0,9.75650598389494
0.75203615,9.12263,-2.454895,0.7755714,0.20601194,0.28771767,1538461677557,0,9.477048377466046
4.006868,7.9227247,-1.4825171,0.33455193,0.3258542,0.06614266,1538461677716,0,9.001245180151827
2.3950195,9.237591,-3.1398706,-0.98957175,-0.07308735,0.1774628,1538461677873,0,10.046292513828453
1.2573853,9.539363,-2.088457,-0.4659943,-0.5593806,-0.08619016,1538461678031,0,9.845918793046899
2.4333398,9.77168,-1.5974782,0.8389547,-0.12741584,-0.11601756,1538461678188,0,10.196019282256152
2.543511,8.787327,1.4897022,0.9609274,0.4313154,-0.31042832,1538461678344,0,9.26853692104287
3.5063088,8.660391,-7.32397,-0.6667966,-0.08587052,-0.19644502,1538461678501,0,11.871693654855589
