Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
-0.96,4.73,8.09,0.06,0.0,-0.29,1545104704204,0
-0.71,5.0,6.31,-0.02,-0.14999999,-0.29,1545104704404,0
-1.37,2.9299998,10.139999,0.099999994,-0.12,0.03,1545104704604,0
-0.17,2.44,11.19,0.04,0.089999996,0.42,1545104704804,0
-0.63,4.25,10.55,0.049999997,0.12,0.01,1545104705004,0
-0.17,4.12,9.19,0.0,-0.049999997,-0.02,1545104705204,0
0.97999996,4.18,7.56,0.03,-0.03,0.31,1545104705405,0
0.72999996,4.06,8.16,-0.02,0.02,-0.02,1545104705605,0
0.65,5.0699997,5.85,0.19,0.07,-0.07,1545104705805,0
0.17,6.14,11.05,0.19,0.07,-0.07,1545104706004,0
0.93,4.68,9.0,-0.06,0.0,0.0,1545104706204,0
0.79999995,3.6599998,9.79,-0.01,-0.02,-0.21,1545104706404,0
-0.28,5.95,8.58,-0.14,-0.04,-0.099999994,1545104706604,0
-0.57,4.04,9.7,0.17,-0.07,-0.02,1545104706804,0
-0.089999996,5.5099998,7.12,-0.35,-0.19,0.08,1545104707004,0
-0.78999996,3.3,7.97,-0.35,-0.19,0.08,1545104707204,0
0.14999999,5.75,10.76,-0.03,0.0,0.37,1545104707404,0
1.3199999,4.43,8.91,0.12,0.21,0.12,1545104707605,0
1.0799999,2.69,6.7999997,0.16,0.11,-0.25,1545104707804,0
0.32,4.88,12.3,0.29,-0.03,-0.53999996,1545104708004,0
1.48,6.0499997,4.52,0.29,-0.03,-0.53999996,1545104708204,0
-0.16,6.58,10.73,0.099999994,-0.099999994,0.08,1545104708405,0
0.97999996,7.2999997,6.5299997,0.04,0.04,0.12,1545104708605,0
0.16,6.95,9.429999,-0.06,0.01,0.14,1545104708805,0
0.0,6.2999997,11.3,-0.12,-0.01,-0.19,1545104709005,0
0.29999998,3.6,9.969999,-0.12,-0.01,-0.19,1545104709204,0
-0.22999999,5.49,9.55,0.02,-0.03,0.12,1545104709404,0
1.62,6.3399997,8.76,0.06,0.03,-0.25,1545104709605,0
0.97999996,0.84999996,6.7599998,0.06,0.03,-0.25,1545104709806,1
-0.42999998,2.46,9.429999,-0.04,-0.099999994,0.02,1545104710004,1
-0.04,2.8899999,9.639999,0.06,0.0,0.14,1545104710203,1
-1.0799999,3.1599998,9.49,-0.32,-0.01,-0.22999999,1545104710406,1
1.04,0.74,10.75,-0.32,-0.01,-0.22999999,1545104710604,1
-0.77,-0.9,11.36,-0.17,0.04,0.08,1545104710803,1
-0.68,2.95,7.77,0.0,0.07,-0.17,1545104711003,1
0.38,6.69,7.72,-0.049999997,0.17999999,0.04,1545104711203,1
0.0,6.0,10.7699995,-0.049999997,0.17999999,0.04,1545104711404,1
-2.9299998,3.3999999,6.77,0.01,0.42,-0.37,1545104711603,1
-4.0499997,3.9499998,8.53,-0.089999996,0.24,-0.77,1545104711804,1
-3.61,3.61,8.7699995,0.0,-0.02,-0.049999997,1545104712004,1
-2.6699998,4.45,8.4,-0.01,-0.01,0.17999999,1545104712207,1
-3.1899998,4.21,8.42,-0.01,-0.01,0.17999999,1545104712403,0
-2.27,4.15,8.62,0.0,-0.01,0.0,1545104712604,0
-3.53,4.25,8.58,-0.01,0.0,0.03,1545104712804,0
-2.75,4.3399997,8.51,-0.01,0.02,-0.08,1545104713004,0
-3.1299999,4.27,8.5,0.0,0.01,0.07,1545104713203,0
-3.1299999,4.27,8.41,0.0,0.0,-0.049999997,1545104713404,0
-3.26,4.25,8.57,0.0,0.01,-0.01,1545104713605,0
-3.22,4.23,8.44,0.0,0.0,0.01,1545104713805,0
-3.1399999,4.23,8.38,0.0,0.0,0.0,1545104714005,0
