Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
0.84,6.97,7.14,0.089999996,-0.03,-0.35,1545104856404,0
-0.74,5.7799997,8.04,0.12,0.089999996,0.0,1545104856604,0
1.1999999,5.92,7.2,0.24,0.01,-0.04,1545104856804,0
0.41,7.02,6.87,0.13,-0.02,0.32999998,1545104857004,0
1.73,5.08,6.69,0.16,-0.089999996,-0.21,1545104857204,0
2.06,1.35,13.44,-0.01,-0.049999997,0.02,1545104857404,0
-0.55,3.29,10.889999,-0.12,0.04,0.37,1545104857605,0
1.5999999,3.1699998,10.51,0.03,-0.02,0.01,1545104857805,0
1.01,5.6099997,8.08,0.17999999,0.02,-0.32999998,1545104858005,0
0.44,4.25,10.36,-0.089999996,-0.08,-0.02,1545104858205,0
2.02,6.14,8.26,-0.089999996,-0.08,-0.02,1545104858404,0
1.04,3.05,10.37,-0.25,0.089999996,0.42999998,1545104858605,0
1.12,3.52,9.75,-0.17,0.0,0.13,1545104858805,0
1.68,4.8599997,9.17,0.03,-0.12,-0.32,1545104859005,0
1.04,3.6499999,10.57,-0.07,-0.099999994,0.06,1545104859205,0
1.4699999,3.24,8.559999,-0.07,-0.099999994,0.06,1545104859404,0
1.92,5.2799997,8.69,0.03,0.049999997,0.17999999,1545104859605,0
1.9799999,3.37,9.53,-0.02,0.049999997,0.07,1545104859805,0
2.18,4.5099998,8.24,0.02,-0.19,-0.48999998,1545104860005,0
1.8,4.24,8.79,0.0,-0.089999996,-0.26,1545104860205,0
1.12,4.29,10.62,0.0,0.12,0.26999998,1545104860404,0
1.39,4.52,7.48,-0.049999997,-0.03,0.02,1545104860605,0
1.54,4.8199997,9.599999,0.06,-0.07,-0.17999999,1545104860814,1
1.36,4.99,10.08,0.01,-0.25,-0.59,1545104861007,1
-0.39,4.08,7.8999996,-0.12,-0.32,-0.14999999,1545104861208,1
2.1699998,5.95,8.849999,-0.12,-0.32,-0.14999999,1545104861404,1
2.6399999,3.34,10.62,0.04,-0.08,1.13,1545104861605,1
3.61,2.9299998,11.25,0.049999997,-0.14999999,0.84999996,1545104861804,1
5.4,2.32,8.34,0.13,-0.099999994,0.88,1545104862004,1
3.01,-1.7099999,9.8,-0.02,0.0,0.88,1545104862204,1
3.59,4.56,10.86,-0.02,0.0,0.88,1545104862404,1
3.6599998,-0.81,8.5,0.83,0.26,0.97999996,1545104862604,1
4.62,2.4099998,8.559999,0.24,0.06,0.41,1545104862804,1
4.92,-1.6899999,9.44,0.66999996,0.13,0.17999999,1545104863007,1
7.54,2.1499999,7.45,0.35999998,0.19999999,1.11,1545104863211,1
4.5299997,0.19,8.84,0.19999999,0.31,-0.049999997,1545104863404,1
7.47,2.7,9.46,0.22,0.19,0.28,1545104863604,1
5.5699997,1.9599999,9.92,0.39,0.29999998,-0.089999996,1545104863804,1
4.45,4.0299997,9.84,0.25,0.14999999,-0.65,1545104864004,1
4.24,7.2799997,7.5099998,0.25,0.14999999,-0.65,1545104864204,1
1.5699999,5.62,7.5499997,0.22,0.31,-0.04,1545104864404,1
2.31,4.62,8.599999,0.11,0.17,-0.13,1545104864610,0
2.49,5.04,8.59,0.07,0.12,0.0,1545104864804,0
0.76,4.25,8.08,-0.02,-0.02,-0.38,1545104865020,0
0.98999995,6.0299997,8.83,0.0,0.08,0.12,1545104865205,0
0.45999998,5.37,8.139999,0.0,0.08,0.12,1545104865404,0
1.4699999,3.81,8.09,-0.14,0.07,0.37,1545104865603,0
1.68,4.33,7.9199996,-0.14,0.07,0.37,1545104865804,0
1.13,4.16,8.559999,0.03,-0.049999997,-0.19,1545104866004,0
0.38,4.7999997,8.179999,-0.03,-0.06,-0.02,1545104866204,0
