Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
1.1,3.56,6.18,-0.01,0.0,0.32999998,1545104732415,0
-1.3,2.79,8.4,0.02,0.0,0.45999998,1545104732615,0
0.83,3.3999999,8.0,0.089999996,0.19,0.14,1545104732815,0
1.5,4.92,8.8,0.07,0.07,-0.03,1545104733015,0
1.2099999,5.75,7.35,0.0,0.07,-0.14999999,1545104733213,0
0.29,2.6699998,6.98,0.04,-0.049999997,-0.55,1545104733415,0
0.77,3.1799998,9.309999,0.12,-0.06,-0.21,1545104733614,0
0.97999996,5.91,5.37,0.19,-0.08,-0.14999999,1545104733814,0
1.13,4.92,8.679999,0.19,-0.08,-0.14999999,1545104734013,0
-1.04,5.15,6.0699997,-0.44,-0.11,0.12,1545104734214,0
-1.14,4.61,7.83,-0.44,-0.11,0.12,1545104734414,0
-0.14999999,6.18,10.55,-0.22,-0.07,0.35999998,1545104734614,0
2.6699998,7.14,7.18,-0.04,0.089999996,0.29,1545104734814,0
1.4699999,4.42,7.2999997,0.19999999,0.0,-0.14,1545104735014,0
0.83,3.04,6.3999996,0.049999997,0.01,0.089999996,1545104735214,0
0.98999995,3.4399998,9.59,0.04,-0.03,-0.12,1545104735414,0
0.96999997,5.5099998,7.2999997,0.04,0.04,-0.01,1545104735615,0
-0.22,5.13,9.34,-0.01,-0.04,-0.06,1545104735815,0
-0.12,6.52,7.1,-0.099999994,-0.07,0.08,1545104736015,0
-0.14,4.7799997,9.07,-0.099999994,-0.07,0.08,1545104736214,0
-0.89,3.8799999,10.67,-0.049999997,0.0,0.21,1545104736414,0
0.049999997,3.28,9.429999,0.13,0.07,0.29999998,1545104736614,0
0.099999994,4.7999997,11.16,0.06,0.04,-0.28,1545104736814,0
-0.089999996,4.2599998,9.7,0.14999999,-0.01,-0.12,1545104737014,0
0.19999999,4.8599997,7.6699996,-0.04,-0.01,-0.099999994,1545104737214,0
0.24,4.17,7.3799996,0.02,-0.02,0.04,1545104737414,0
-0.41,3.47,9.54,-0.06,0.03,0.19999999,1545104737615,0
1.5999999,4.96,8.7,0.04,-0.01,0.01,1545104737815,0
0.90999997,4.95,9.5,0.08,0.01,0.0,1545104738015,0
0.71999997,4.17,7.0,-0.07,0.049999997,0.0,1545104738215,0
0.74,5.02,8.21,-0.07,0.049999997,0.0,1545104738414,0
-0.85999995,6.0699997,12.7,0.049999997,0.02,-0.29999998,1545104738615,0
1.0,4.48,9.42,0.099999994,-0.06,-0.48999998,1545104738819,1
0.44,5.48,9.78,0.099999994,-0.06,-0.48999998,1545104739017,1
-0.04,5.16,11.54,-0.31,-0.01,0.06,1545104739217,1
0.01,-0.48,11.05,-0.31,-0.01,0.06,1545104739413,1
0.53999996,3.6799998,16.65,0.14,0.03,-0.089999996,1545104739614,1
-1.38,5.39,9.059999,0.089999996,0.17,0.0,1545104739814,1
-1.8499999,4.98,7.39,0.37,0.14999999,-0.28,1545104740013,1
-3.35,4.46,8.44,-0.04,0.12,-0.25,1545104740213,1
-2.44,4.45,8.55,0.0,0.04,-0.089999996,1545104740414,1
-2.36,4.5499997,8.58,0.0,0.04,-0.089999996,1545104740614,1
-2.9299998,4.38,8.59,0.01,0.0,-0.11,1545104740814,1
-2.78,4.36,8.639999,0.01,-0.03,0.08,1545104741016,1
-2.54,4.29,8.71,0.0,-0.04,-0.02,1545104741215,1
-2.3999999,4.2599998,8.679999,0.0,-0.04,0.049999997,1545104741420,0
-2.6699998,4.3199997,8.67,0.0,-0.06,0.01,1545104741614,0
-2.71,4.25,8.69,0.0,-0.11,0.089999996,1545104741814,0
-2.01,4.35,8.72,0.0,-0.17,0.19,1545104742014,0
-1.38,4.5099998,8.88,0.0,-0.17,0.19,1545104742214,0
