Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
-0.62,-5.75,6.58,-0.049999997,-0.16,-0.099999994,1545103608491,0
0.84999996,-6.0099998,7.89,-0.06,-0.11,0.12,1545103608691,0
0.11,-5.97,8.66,0.0,0.099999994,-0.16,1545103608891,0
-2.61,-5.85,7.29,-0.03,0.28,-0.26,1545103609091,0
-1.27,-7.04,8.09,-0.03,-0.089999996,0.5,1545103609291,0
-2.08,-5.0299997,5.8199997,0.0,0.0,-0.14,1545103609491,0
-1.41,-5.47,7.7,0.0,0.07,-0.049999997,1545103609691,0
-0.39999998,-4.6,7.1,-0.089999996,-0.049999997,0.32,1545103609891,0
-0.72999996,-4.0899997,8.41,0.04,-0.06,-0.089999996,1545103610091,0
-0.61,-5.8599997,8.84,0.0,0.11,-0.089999996,1545103610291,0
-1.8,-5.99,4.79,0.0,0.11,-0.089999996,1545103610492,0
-0.56,-5.58,9.53,-0.02,0.17999999,-0.099999994,1545103610692,0
-0.75,-3.6499999,7.5,-0.01,-0.06,0.19999999,1545103610892,0
-1.31,-4.71,9.69,0.12,0.08,-0.02,1545103611092,0
-1.63,-4.5,7.21,-0.02,-0.02,0.35999998,1545103611292,0
-2.79,-6.21,7.1,-0.02,-0.02,0.35999998,1545103611492,0
0.22,-5.48,6.6499996,-0.14999999,-0.26,0.14999999,1545103611692,0
-1.4399999,-6.8799996,7.25,0.0,0.0,-0.35999998,1545103611892,0
-0.90999997,-4.5699997,10.53,-0.01,0.14,-0.31,1545103612092,0
0.62,-3.08,10.34,0.07,0.07,-0.21,1545103612292,0
-2.82,-6.52,8.88,0.0,-0.049999997,0.07,1545103612492,0
-0.02,-6.17,5.66,-0.07,-0.21,0.22999999,1545103612692,0
-0.94,-4.69,9.5,0.04,-0.03,-0.12,1545103612894,0
-1.9,-4.65,7.6,0.04,-0.03,-0.12,1545103613092,0
-0.81,-5.5699997,8.11,-0.08,-0.049999997,0.03,1545103613292,0
-1.35,-6.1299996,7.16,-0.049999997,-0.099999994,0.19999999,1545103613527,1
-2.6,-5.0899997,6.2,-0.049999997,-0.099999994,0.19999999,1545103613692,1
-0.87,-6.17,9.059999,0.04,-0.01,-0.14,1545103613901,1
-0.59999996,-4.7,9.16,0.03,-0.14999999,-0.24,1545103614102,1
-0.5,-5.64,9.65,-0.01,-0.39,0.47,1545103614302,1
-1.78,-0.51,5.0299997,-0.02,-0.72999996,-1.3299999,1545103614502,1
-2.3,0.71999997,5.7999997,0.04,-1.35,-2.54,1545103614702,1
-26.09,0.01,-9.01,0.42999998,2.48,-6.19,1545103614902,1
-25.15,3.82,-26.13,0.42999998,2.48,-6.19,1545103615102,1
16.96,8.929999,-3.6799998,-0.53,1.5999999,-4.33,1545103615302,1
4.58,11.0199995,-3.77,-0.24,0.17,0.75,1545103615501,1
6.0,10.2699995,-0.11,0.02,-0.02,0.0,1545103615701,1
4.94,8.679999,0.02,0.0,0.0,0.01,1545103615901,1
4.92,8.599999,0.41,0.01,0.0,0.01,1545103616101,1
4.89,8.8,0.29999998,0.0,0.0,0.0,1545103616301,1
4.8599997,8.7699995,0.39,0.0,0.0,0.0,1545103616501,1
4.87,8.809999,0.35999998,0.0,0.0,0.0,1545103616701,1
4.91,8.82,0.35999998,0.0,0.0,0.0,1545103616901,1
4.89,8.809999,0.35999998,0.0,0.0,0.0,1545103617101,0
4.75,8.679999,0.28,0.0,0.0,0.0,1545103617301,0
4.8199997,8.76,0.37,0.0,0.0,0.0,1545103617501,0
4.7799997,8.72,0.32999998,0.0,0.0,0.0,1545103617701,0
4.8599997,8.7699995,0.32,0.0,0.0,0.0,1545103617901,0
4.88,8.78,0.34,0.0,0.0,0.0,1545103618101,0
4.92,8.78,0.35999998,0.0,0.0,0.0,1545103618301,0
