Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
1.67,3.8,9.4,0.12,0.0,0.26999998,1545104605304,0
2.83,3.55,10.51,0.12,0.04,0.41,1545104605504,0
1.63,3.3799999,9.099999,0.03,-0.049999997,-0.16,1545104605704,0
1.99,5.17,11.25,-0.03,0.0,-0.17999999,1545104605904,0
1.3399999,4.44,8.34,0.19999999,0.06,0.06,1545104606104,0
2.51,5.15,5.8799996,-0.089999996,0.099999994,0.28,1545104606304,0
1.4,3.9199998,10.54,0.01,0.02,0.01,1545104606504,0
1.14,4.21,7.1099997,-0.01,-0.08,-0.42999998,1545104606704,0
1.7199999,12.23,8.309999,0.04,-0.02,-0.13,1545104606904,0
-0.26999998,3.0,8.71,0.35,0.0,-0.08,1545104607104,0
1.14,3.37,7.1299996,-0.02,-0.02,-0.13,1545104607319,1
1.37,4.08,8.179999,0.01,-0.02,0.19,1545104607504,1
0.63,5.16,6.71,-0.099999994,-0.11,-0.08,1545104607705,1
0.95,3.4299998,7.22,-0.099999994,-0.11,-0.08,1545104607904,1
1.91,0.85999995,10.639999,-0.42999998,0.0,0.25,1545104608104,1
2.8999999,5.04,5.5,-0.11,0.099999994,0.45999998,1545104608304,1
0.5,5.15,14.57,0.35,-0.13,-0.26999998,1545104608504,1
4.11,14.0,6.73,1.24,0.41,0.42999998,1545104608704,1
-0.82,1.89,5.7999997,-0.76,0.12,-0.63,1545104608905,1
1.56,3.35,13.78,-0.76,0.0,0.04,1545104609103,1
0.7,8.7,5.2999997,-0.76,0.0,0.04,1545104609304,1
-1.51,5.0,4.8199997,0.35,-0.06,-0.58,1545104609508,1
2.08,7.3199997,7.06,0.14999999,-0.19,0.16,1545104609704,1
1.81,-3.6899998,13.4,-0.83,-0.01,-0.29999998,1545104609905,1
1.66,7.19,6.6499996,-0.83,-0.01,-0.29999998,1545104610104,1
2.82,7.94,5.68,0.83,0.19,0.39999998,1545104610304,1
1.38,-0.32999998,5.89,-0.42,-0.32999998,-0.79999995,1545104610504,1
3.12,7.73,9.28,0.42,-0.12,0.96999997,1545104610705,1
-0.9,7.24,17.27,1.14,0.32,0.19999999,1545104610904,1
0.7,5.91,6.58,0.02,-0.07,-0.68,1545104611104,1
4.17,4.58,8.32,-1.0,-0.32,0.29,1545104611305,1
0.52,-1.66,6.6,-0.76,0.47,1.11,1545104611504,1
1.42,4.3199997,5.96,-0.76,0.47,1.11,1545104611704,1
1.27,7.14,14.009999,-0.04,0.02,-0.98999995,1545104611904,1
-1.15,7.77,17.94,1.31,-0.53,-0.64,1545104612104,1
0.59999996,16.19,2.96,0.82,0.089999996,0.62,1545104612304,1
2.01,8.25,3.29,0.24,-0.29999998,0.01,1545104612505,1
2.6,3.6599998,9.21,0.26,0.37,0.77,1545104612705,1
1.8199999,6.95,10.5,-0.14999999,-0.13,-0.59999996,1545104612905,1
5.44,-5.37,13.62,-2.1399999,-0.26999998,-0.07,1545104613105,1
1.37,0.48999998,11.41,-0.22999999,0.099999994,0.55,1545104613330,0
-3.12,-8.25,22.56,0.14999999,0.06,0.55,1545104613509,0
1.54,6.7999997,7.98,0.14999999,0.06,0.55,1545104613704,0
1.01,3.51,7.0699997,0.37,-0.08,-0.90999997,1545104613904,0
0.12,3.87,7.8999996,0.26,-0.06,0.14999999,1545104614104,0
2.53,3.4499998,9.349999,-0.089999996,0.01,-0.14,1545104614303,0
3.6599998,7.95,10.96,0.41,-0.17,-0.19,1545104614505,0
1.93,4.1,7.44,-0.01,0.099999994,0.0,1545104614705,0
1.48,5.25,7.94,-0.01,0.099999994,0.0,1545104614914,0
1.2099999,2.85,6.3999996,0.19999999,0.04,0.02,1545104615114,0
