Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
2.1,4.6,9.889999,-0.06,-0.13,0.22999999,1544081097201,0,11.107748656681109
2.07,6.81,10.48,0.45,0.24,0.26,1544081097401,0,12.6685200398468
0.89,3.9399998,6.31,0.45,0.24,0.26,1544081097602,0,7.492115750841015
1.39,5.02,7.87,0.22,-0.02,-0.45,1544081097802,0,9.43765860793873
-0.59,2.1399999,3.54,-0.04,0.12,0.099999994,1544081098001,0,4.178432669315136
2.27,4.24,-2.2,0.14999999,0.04,-0.26,1544081098201,0,5.288714399549289
0.95,1.5899999,7.49,-0.34,-0.14,0.19,1544081098402,0,7.715614018469302
1.8499999,-1.99,5.94,-0.31,-0.12,-0.07,1544081098605,0,6.531936897276337
-0.24,5.5499997,0.71,-0.57,0.02,0.04,1544081098801,0,5.600374690143517
0.13,7.56,5.04,-0.62,-0.03,0.0,1544081099002,0,9.086919169883707
1.63,4.64,7.81,0.06,0.06,-0.22,1544081099202,0,9.229442019970655
0.41,6.49,5.85,0.03,0.089999996,-0.38,1544081099402,0,8.747039499167704
-0.59999996,10.15,1.1999999,-0.06,0.07,-0.03,1544081099602,0,10.238285975298796
1.24,0.0,4.41,-1.0,-0.14,0.03,1544081099802,0,4.581015171334843
1.66,4.5499997,7.12,-1.0,-0.14,0.03,1544081100001,1,8.61118442898537
0.52,-0.089999996,13.7,-0.049999997,0.089999996,0.11,1544081100202,1,13.710160465847217
-1.39,13.009999,24.689999,-0.55,-0.19999999,0.26999998,1544081100403,1,27.942588008271567
0.17999999,4.47,16.44,1.8299999,0.84,0.04,1544081100602,1,17.037807957492657
0.25,-10.61,16.66,-0.53,-0.32999998,-0.19999999,1544081100801,1,19.753232646835304
-1.3199999,-2.76,13.759999,-2.0,-0.5,0.26,1544081101002,1,14.096012635351922
1.2099999,3.57,9.3,-1.25,0.14999999,0.59999996,1544081101202,1,10.034889125346629
0.0,2.62,4.13,0.38,0.049999997,-0.78,1544081101401,1,4.890940604832571
3.99,-8.86,6.39,-0.91999996,0.04,0.42999998,1544081101602,1,11.629780737399996
0.34,2.28,7.7,-0.91999996,0.04,0.42999998,1544081101802,1,8.037661351413108
-1.4499999,7.35,5.2,0.78999996,0.04,0.099999994,1544081102003,1,9.119484618661298
1.67,-0.68,12.41,0.78999996,0.04,0.099999994,1544081102206,1,12.540311000928167
0.38,7.66,12.55,0.32999998,0.25,0.35,1544081102402,1,14.707906037230453
0.48,5.3199997,0.74,0.45,0.099999994,0.01,1544081102602,1,5.392624296944864
1.01,7.91,1.4599999,0.14999999,-0.04,-0.02,1544081102802,1,8.106774926442698
1.8399999,2.78,5.65,-0.19999999,-0.12,-0.06,1544081103002,1,6.560221004813787
2.47,-2.72,14.0199995,0.12,0.14,-0.14,1544081103202,1,14.493435961841493
-0.41,5.0299997,9.969999,0.12,0.14,-0.14,1544081103402,1,11.174519096677095
2.23,9.05,15.13,-0.22,-0.26,-0.53,1544081103602,1,17.77054585543168
1.41,-4.0699997,20.91,0.55,0.21,0.65999997,1544081103802,1,21.34903036575666
1.1999999,-0.11,11.679999,0.28,0.13,-0.38,1544081104002,1,11.741996269800167
-0.049999997,4.11,8.57,0.65,0.52,0.12,1544081104202,1,9.504709359033553
-1.41,1.81,8.82,-0.12,-0.02,-0.47,1544081104401,0,9.113539378309614
-2.3899999,4.65,9.26,-0.26,0.089999996,0.26999998,1544081104602,0,10.6340114501537
1.9399999,6.99,8.78,0.45999998,-0.25,0.35999998,1544081104802,0,11.389121986000502
1.4699999,1.6899999,5.52,0.45999998,-0.25,0.35999998,1544081105002,0,5.95713012850987
-0.32999998,0.26,7.1299996,-0.29999998,0.22999999,0.65,1544081105201,0,7.142366154349703
3.02,2.31,8.61,-0.08,-0.19,-0.64,1544081105401,0,9.412151719984118
0.94,2.45,9.389999,-0.17,0.01,0.099999994,1544081105601,0,9.749778521587093
1.22,5.3599997,10.54,0.22999999,0.0,-0.07,1544081105801,0,11.887371315139443
0.75,6.7799997,10.0199995,0.22999999,0.0,-0.07,1544081106002,0,12.121521600525256
1.11,4.8599997,9.92,0.049999997,-0.02,0.11,1544081106202,0,11.102166323920756
-0.19,4.16,10.24,0.16,0.0,0.12,1544081106401,0,11.054379222733406
0.83,6.58,7.29,0.0,0.16,0.24,1544081106601,0,9.855424902052675
-0.06,6.89,7.81,0.14,-0.04,-0.28,1544081106802,0,10.414979596715492
0.94,4.69,10.44,0.0,-0.11,-0.02,1544081107002,0,11.483610059558798
