Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
2.4099998,4.69,8.46,0.17999999,0.02,0.56,1545105106004,0
2.19,3.4399998,7.6,0.12,-0.11,-0.17999999,1545105106204,0
1.31,1.4599999,7.66,-0.11,0.01,0.03,1545105106404,0
1.06,4.83,7.4199996,-0.02,0.099999994,0.16,1545105106604,0
0.88,5.7999997,7.3599997,0.02,0.04,0.26,1545105106804,0
1.18,5.6,7.7799997,0.32999998,0.11,0.32,1545105107004,0
1.86,5.74,7.72,0.17,-0.24,-0.84999996,1545105107204,0
0.89,5.7,7.98,-0.11,0.04,0.29999998,1545105107404,0
-0.31,4.15,10.179999,0.02,0.17999999,0.14,1545105107604,0
2.29,4.27,9.599999,0.07,-0.07,-0.22999999,1545105107804,0
-1.09,4.13,6.87,-0.099999994,0.049999997,0.14999999,1545105108004,0
0.79999995,3.1999998,8.8,-0.02,-0.13,-0.77,1545105108204,0
2.6699998,4.02,10.48,-0.02,-0.099999994,0.12,1545105108404,0
0.39999998,2.25,8.38,-0.07,0.089999996,0.39,1545105108604,0
1.0,5.74,7.75,-0.089999996,0.01,0.19,1545105108804,0
0.21,3.79,8.139999,0.049999997,0.049999997,0.14999999,1545105109004,0
1.6899999,6.71,8.26,0.099999994,-0.099999994,-0.39999998,1545105109204,0
0.94,5.21,10.0199995,0.089999996,0.01,0.049999997,1545105109404,0
-0.47,5.6299996,9.09,0.089999996,-0.08,-0.06,1545105109604,0
0.31,5.8599997,6.81,0.089999996,-0.08,-0.06,1545105109804,0
1.61,5.23,9.21,0.11,-0.03,0.13,1545105110004,0
1.3,5.06,7.98,0.02,-0.12,-0.24,1545105110204,0
0.64,3.73,9.78,-0.02,0.03,0.049999997,1545105110404,0
1.14,4.8399997,9.37,-0.26,0.13,0.22999999,1545105110604,0
0.45999998,4.25,9.41,-0.14999999,-0.049999997,-0.01,1545105110804,0
0.75,3.6299999,8.86,0.04,-0.08,-0.08,1545105111004,0
0.97999996,4.3199997,9.41,-0.049999997,-0.14,-0.22,1545105111204,0
0.72999996,5.2,9.09,0.0,0.0,0.14999999,1545105111403,1
0.77,5.19,8.139999,-0.02,0.17999999,0.44,1545105111604,1
1.13,4.49,9.46,0.0,-0.049999997,0.02,1545105111804,1
1.11,4.61,7.83,0.06,-0.17,-0.45,1545105112004,1
1.5,6.97,8.2699995,0.03,-0.77,-1.6899999,1545105112203,1
1.12,3.6999998,8.54,0.14999999,-0.56,-1.17,1545105112403,1
1.78,6.06,8.61,0.04,-0.53,-0.64,1545105112604,1
2.3999999,4.96,7.93,0.0,-0.42999998,-0.14,1545105112804,1
1.0,6.44,6.66,0.03,-0.5,-1.35,1545105113003,1
0.59,4.99,9.08,-0.14999999,-0.19,-0.53,1545105113204,1
2.32,4.37,9.45,-0.11,-0.41,0.03,1545105113407,1
1.67,4.17,7.3799996,-0.31,-0.11,0.01,1545105113609,1
0.85999995,4.42,6.37,-0.31,-0.11,0.01,1545105113803,1
0.52,4.74,7.8399997,-0.31,0.07,0.5,1545105114004,1
0.39,2.98,10.33,0.04,0.13,0.52,1545105114203,1
1.92,5.29,9.22,0.089999996,0.12,0.42,1545105114404,1
2.19,2.71,10.23,0.03,0.0,-0.59999996,1545105114604,1
1.39,5.12,7.5299997,0.03,0.0,-0.59999996,1545105114813,0
-1.4399999,3.37,9.7699995,-0.11,0.089999996,-0.03,1545105115009,0
0.72999996,3.57,9.639999,-0.11,0.089999996,-0.03,1545105115204,0
1.23,2.54,9.88,-0.099999994,0.03,0.24,1545105115405,0
1.16,3.37,9.25,-0.22,0.11,0.26999998,1545105115604,0
1.35,6.3199997,10.889999,-0.02,0.02,-0.29999998,1545105115803,0
