Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
1.5,5.8399997,7.98,0.14999999,-0.11,-0.29,1545104925475,0
2.6699998,5.92,7.8599997,0.14999999,0.07,0.26,1545104925675,0
-0.82,6.1099997,9.11,0.099999994,0.11,0.32,1545104925875,0
1.99,4.61,10.17,-0.02,-0.06,0.02,1545104926074,0
1.56,2.84,9.849999,-0.02,-0.06,0.02,1545104926274,0
1.39,4.91,10.179999,-0.02,0.04,-0.22999999,1545104926474,0
1.1999999,4.02,6.99,0.0,-0.19999999,-0.7,1545104926674,0
1.8299999,5.04,9.929999,-0.11,-0.099999994,0.049999997,1545104926874,0
3.37,5.41,9.349999,0.07,0.07,0.71,1545104927074,0
2.6599998,3.3999999,8.25,0.0,0.21,0.90999997,1545104927274,0
2.1599998,4.7999997,9.5,-0.01,0.0,-0.03,1545104927475,0
3.34,3.37,7.71,0.02,0.13,0.35,1545104927675,0
-0.14999999,6.3399997,6.2,0.14,0.099999994,0.02,1545104927875,0
1.37,3.1399999,10.78,-0.13,0.0,0.19999999,1545104928075,0
2.03,4.24,9.92,-0.13,0.0,0.19999999,1545104928274,0
2.75,3.1499999,8.559999,-0.04,0.0,0.049999997,1545104928474,0
1.06,3.1399999,9.19,0.14999999,0.17,-0.02,1545104928675,0
0.42999998,5.0499997,6.33,0.14999999,0.17,-0.02,1545104928873,1
2.31,6.47,7.3399997,0.07,-0.13,-0.17,1545104929079,1
1.14,5.67,9.58,0.07,-0.13,-0.17,1545104929273,1
1.36,4.45,8.62,0.0,-0.17999999,-0.29999998,1545104929474,1
1.5699999,4.45,9.13,0.099999994,-0.28,-0.22,1545104929673,1
1.41,3.9399998,8.09,0.03,-0.049999997,0.75,1545104929873,1
3.08,4.65,7.6299996,0.049999997,0.02,1.18,1545104930073,1
2.81,-0.24,9.82,-0.02,0.0,0.82,1545104930273,1
3.99,-1.49,8.66,-0.02,0.0,0.82,1545104930474,1
2.32,4.85,10.15,0.65999997,0.13,0.44,1545104930674,1
1.88,5.8199997,9.26,0.63,0.12,0.61,1545104930876,1
5.52,1.3299999,7.5299997,0.26999998,-0.01,0.35999998,1545104931077,1
4.45,-0.17,14.29,0.26999998,-0.01,0.35999998,1545104931273,1
3.9199998,1.5699999,11.21,0.25,0.16,0.96,1545104931474,1
5.25,4.31,8.47,0.85999995,0.48,1.4699999,1545104931674,1
2.97,2.79,11.42,0.48999998,0.39999998,0.63,1545104931874,1
2.4199998,-0.14999999,9.139999,0.65999997,0.63,1.42,1545104932074,1
-2.81,-26.49,-19.289999,0.48,-0.19999999,-0.58,1545104932275,1
0.07,0.78999996,11.08,0.48,-0.19999999,-0.58,1545104932474,1
6.02,1.16,8.08,-0.25,-0.03,-0.66999996,1545104932674,1
2.7,2.7,9.3,-0.25,-0.03,-0.66999996,1545104932874,0
3.03,3.6299999,8.84,0.13,0.06,-0.26,1545104933073,0
2.52,4.27,8.5199995,0.089999996,0.12,0.06,1545104933279,0
2.01,4.5699997,9.62,0.089999996,0.12,0.06,1545104933474,0
1.8499999,4.7,8.7699995,-0.07,-0.01,0.02,1545104933675,0
2.6,3.4499998,8.83,-0.06,-0.03,-0.07,1545104933874,0
2.28,4.11,8.83,0.01,-0.099999994,-0.75,1545104934075,0
1.73,4.0899997,8.99,0.01,-0.099999994,-0.75,1545104934274,0
1.39,4.72,8.73,0.04,-0.06,-0.42,1545104934474,0
0.66999996,4.46,9.22,0.049999997,-0.32,-1.5,1545104934674,0
1.18,5.41,8.45,0.01,-0.099999994,-0.39,1545104934874,0
0.35,7.19,7.99,-0.02,-0.089999996,-0.56,1545104935076,0
0.22999999,6.97,7.58,0.04,-0.48,-0.98999995,1545104935276,0
