Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status
0.76,4.7799997,8.58,0.06,-0.04,0.03,1545105211404,0
0.89,4.94,8.45,-0.14999999,0.0,0.21,1545105211604,0
0.77,4.99,8.54,-0.03,-0.08,-0.099999994,1545105211803,0
0.61,4.48,8.599999,-0.03,-0.08,-0.099999994,1545105212004,0
0.26999998,4.74,9.24,0.07,-0.03,0.07,1545105212204,0
1.49,4.91,9.5199995,0.01,0.01,0.14,1545105212404,0
1.92,4.2999997,10.599999,-0.03,-0.06,0.24,1545105212604,0
1.03,4.91,7.52,-0.089999996,-0.16,-0.24,1545105212804,0
1.92,3.6699998,9.599999,-0.07,0.0,0.51,1545105213005,0
1.11,4.2999997,10.15,-0.07,0.0,0.51,1545105213204,0
1.78,6.0899997,9.24,0.12,0.03,0.35999998,1545105213404,0
1.52,4.72,8.7,0.14,0.089999996,0.35999998,1545105213604,0
3.1399999,4.69,7.91,0.099999994,-0.06,-0.29999998,1545105213804,0
2.11,3.7099998,8.849999,-0.04,0.01,-0.049999997,1545105214004,0
0.5,2.36,9.54,0.13,0.099999994,0.02,1545105214204,0
1.48,5.3399997,7.2799997,-0.38,0.14,0.26999998,1545105214405,0
2.23,4.43,8.22,-0.02,0.049999997,0.08,1545105214605,0
2.69,4.31,9.559999,-0.02,0.0,-0.39999998,1545105214805,0
0.63,5.0299997,9.41,-0.04,-0.14,-0.47,1545105215005,0
0.61,4.38,9.28,-0.04,0.089999996,0.39,1545105215205,0
0.58,3.78,9.88,-0.04,0.22999999,0.26,1545105215405,0
1.31,4.71,9.29,0.089999996,0.14,-0.01,1545105215605,0
0.14999999,4.33,9.15,-0.07,-0.21,-0.29,1545105216004,0
-0.02,4.72,8.55,-0.14,0.02,0.52,1545105216403,1
0.42,6.14,7.21,0.26999998,0.049999997,0.29999998,1545105216612,1
-0.14,6.0899997,9.3,0.26999998,0.049999997,0.29999998,1545105216804,1
0.72999996,3.55,8.16,-0.11,-0.16,0.34,1545105217004,1
0.90999997,4.75,10.38,-0.11,-0.16,0.34,1545105217204,1
0.94,4.5099998,8.49,0.07,0.14999999,1.3299999,1545105217404,1
1.29,4.65,9.679999,0.11,0.099999994,1.12,1545105217604,1
1.43,7.7999997,6.96,0.64,-0.04,0.37,1545105217803,1
3.84,-0.25,10.15,0.53999996,-0.01,0.82,1545105218004,1
3.9599998,3.4399998,9.03,0.29,0.04,0.81,1545105218204,1
2.2,1.87,8.71,0.59,0.07,0.44,1545105218408,1
4.88,3.6,9.429999,0.59,0.07,0.44,1545105218604,1
4.06,-2.86,6.8399997,-0.39999998,0.07,0.58,1545105218807,1
5.5299997,-0.37,9.08,0.35,0.35999998,1.25,1545105219004,1
4.94,3.6,9.78,0.19999999,0.28,0.28,1545105219203,1
3.1899998,0.48999998,7.43,0.26999998,0.17,-0.39,1545105219404,1
2.19,5.5299997,8.41,0.14999999,0.07,-0.42999998,1545105219604,1
2.29,2.57,9.04,0.14999999,0.07,-0.42999998,1545105219804,1
0.12,3.31,8.57,0.07,0.19999999,0.28,1545105220004,1
3.3999999,3.81,8.16,0.17,0.29,0.32999998,1545105220204,0
2.96,3.8799999,10.76,0.22,0.06,-0.07,1545105220404,0
1.67,4.77,8.099999,0.13,-0.02,-0.42,1545105220607,0
1.99,5.4,10.219999,0.17999999,0.0,-0.28,1545105220805,0
0.45,5.2999997,6.21,0.17999999,0.0,-0.28,1545105221004,0
0.53,5.44,7.12,0.29999998,0.04,0.04,1545105221205,0
2.2,5.27,7.93,0.29999998,0.04,0.04,1545105221404,0
1.7199999,5.12,8.08,0.12,-0.099999994,-0.61,1545105221604,0
