Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
0.04,5.19,8.96,-0.02,0.0,0.22999999,1545104878365,0,10.35467527255201
1.27,4.81,9.16,0.07,0.03,0.19,1545104878565,0,10.423751723827655
0.26999998,4.04,7.7,0.08,-0.17,-0.5,1545104878765,0,8.699683901682866
1.01,4.98,8.04,0.12,-0.049999997,0.12,1545104878965,0,9.511156606848612
1.7099999,6.49,7.7999997,0.12,-0.049999997,0.12,1545104879165,0,10.290004615062138
0.79999995,4.43,6.93,0.11,0.07,0.22,1545104879365,0,8.263764270597267
1.66,6.0,9.5199995,0.0,0.02,-0.08,1545104879565,0,11.374796283010973
2.72,5.21,8.82,0.07,-0.11,-0.22,1545104879765,0,10.598815971607396
3.46,3.75,12.15,0.17,-0.06,-0.12,1545104879965,0,13.177882986276666
-1.3399999,4.79,6.8799996,0.099999994,-0.01,-0.42999998,1545104880164,0,8.489646295812339
0.01,3.07,10.0199995,0.099999994,-0.01,-0.42999998,1545104880364,0,10.479760969602324
1.01,6.43,7.79,0.06,-0.04,0.11,1545104880564,0,10.151310260257047
0.79999995,6.67,9.33,-0.04,0.03,-0.049999997,1545104880764,0,11.496860437528152
2.19,5.7,9.01,-0.04,0.03,-0.049999997,1545104880964,0,10.884217932401024
0.93,4.69,9.0,-0.06,0.099999994,0.22999999,1545104881165,0,10.191221712827172
0.12,6.04,10.07,-0.06,0.099999994,0.22999999,1545104881364,0,11.74312139083983
0.95,6.1,7.75,0.0,0.13,0.21,1545104881564,0,9.908329828987325
1.27,3.74,9.26,-0.07,-0.04,-0.19999999,1545104881765,0,10.067179346768388
1.4399999,4.79,8.2699995,0.049999997,0.06,-0.04,1545104881965,0,9.664915490680727
0.39999998,4.88,8.559999,0.07,0.0,0.01,1545104882164,0,9.861439188272723
0.89,4.64,9.07,0.07,0.0,0.01,1545104882364,0,10.226759017401358
2.24,3.8999999,9.09,-0.03,0.08,0.19999999,1545104882565,0,10.141779884221508
1.11,5.7,8.42,0.07,-0.01,-0.41,1545104882765,0,10.228318532388402
0.53999996,4.35,8.42,-0.02,-0.06,-0.31,1545104882969,1,9.49265505308183
-0.53,4.0499997,10.2699995,-0.02,-0.06,-0.31,1545104883164,1,11.052433546509128
1.18,4.79,8.44,0.08,0.099999994,0.38,1545104883364,1,9.775996112928851
2.29,4.0099998,9.07,-0.02,0.02,0.29,1545104883564,1,10.177872979950184
1.14,4.7999997,8.809999,0.07,0.04,-0.19,1545104883764,1,10.097310508249267
0.96999997,4.46,9.38,0.0,-0.06,-1.22,1545104883964,1,10.431533920847883
2.05,5.96,12.0,0.01,-0.17,-1.79,1545104884163,1,13.554486342167305
1.38,4.56,12.55,0.0,-0.22,-0.89,1545104884365,1,13.423877979183215
-1.43,3.49,8.01,0.25,-0.38,-1.39,1545104884564,1,8.853536016756243
-2.59,3.76,8.74,0.31,-0.39999998,-0.94,1545104884764,1,9.860694701693182
0.26,3.83,6.91,0.19999999,-0.37,-0.76,1545104884965,1,7.904720108896962
-0.48,3.6399999,8.78,0.19999999,-0.37,-0.76,1545104885166,1,9.516743102133209
1.39,5.02,7.41,0.07,-0.32,-0.41,1545104885364,1,9.057626620699265
-0.14999999,7.31,10.2699995,0.26999998,-0.32999998,-0.24,1545104885564,1,12.606803311188775
-1.28,4.8399997,10.099999,0.14,-0.32999998,-0.47,1545104885764,1,11.272709385768849
-1.11,5.6299996,7.46,0.17999999,-0.25,0.0,1545104885964,1,9.411726488588592
-1.11,6.81,6.79,0.07,0.01,0.06,1545104886168,1,9.68051135013022
0.63,5.0,8.42,0.07,0.01,0.06,1545104886363,1,9.812914959378787
0.07,6.15,7.0099998,0.0,-0.22,-0.29,1545104886564,1,9.325636557147186
0.34,4.61,7.6499996,-0.049999997,-0.07,0.17,1545104886764,1,8.938131453497435
0.02,4.87,9.32,0.06,0.049999997,0.32,1545104886965,1,10.515688279898754
0.44,4.64,9.139999,-0.04,0.08,0.41,1545104887165,1,10.259765188346222
-0.5,3.61,9.469999,-0.03,0.16,-0.38,1545104887365,1,10.147067608920372
0.17,4.5299997,8.82,-0.03,0.16,-0.38,1545104887564,1,9.916763447919895
0.04,5.3599997,9.139999,-0.01,-0.19999999,-0.72999996,1545104887764,0,10.595790603065025
-0.48,4.43,9.61,-0.03,-0.099999994,-0.14999999,1545104887964,0,10.59279944112981
-0.02,4.91,8.09,-0.08,0.0,0.31,1545104888164,0,9.46343489437107
