Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
-2.6057813,7.0269876,6.4976883,-0.03722536,-0.013965174,-0.21881558,1539843874096,0,9.919102991598601
-2.9410841,7.216194,6.4426026,-0.03722536,-0.013965174,-0.21881558,1539843874206,0,10.110912905887162
-1.829795,6.70845,6.478528,-0.030301139,-0.119426355,-0.29285145,1539843874309,0,9.503829553990801
-2.562671,5.9875493,7.9706254,-0.055867486,-0.15085167,-0.37487683,1539843874454,0,10.2931481355947
-2.1770728,5.8342676,7.0988383,-0.055867486,-0.15085167,-0.37487683,1539843874555,0,9.44308369201801
-2.1315675,6.473738,6.358777,0.023494715,-0.005443058,0.0075531155,1539843874707,0,9.321314748222445
-1.4873072,6.2797413,7.1347637,0.035745256,0.060070705,0.1790607,1539843874852,0,9.620399500900948
-2.0980372,7.561077,8.334668,-0.0052674254,0.083506525,0.04377211,1539843875001,0,11.447197742798753
-1.1975098,4.5577226,8.686736,-0.1815687,-0.15404746,-0.19324923,1539843875151,0,9.882623505595202
-2.7183473,7.0269876,5.1780324,0.019233657,0.06752756,0.1295259,1539843875300,0,9.142209049754923
-2.335144,5.5780005,6.253396,-0.047878005,0.06060334,0.11834062,1539843875449,0,8.698962502020127
-1.7794995,6.7371902,9.939331,-0.018050598,-0.06136944,-0.03665536,1539843875598,0,12.138642880859345
-2.2848487,5.137317,6.71803,0.16996858,0.03237383,0.029391037,1539843875698,0,8.76039306317249
-0.7041358,4.5553274,7.0054326,0.0762253,0.10321392,0.24936816,1539843875828,0,8.38587508010793
-0.67539555,6.3779373,7.4580913,0.0762253,0.10321392,0.24936816,1539843875946,0,9.836532376342122
-1.707649,5.7624173,9.81,-0.06119381,-0.03953152,-0.24438192,1539843876095,0,11.50467810269111
-0.102985844,6.332432,7.6425076,0.06024634,-0.25844336,-0.27900302,1539843876197,0,9.925634666596698
-1.949546,7.709568,7.3886356,0.13161905,-0.12581794,0.065077394,1539843876338,0,10.854957594681213
-1.1663746,7.6353226,7.7526784,0.13161905,-0.12581794,0.065077394,1539843876442,0,10.943610157869408
-2.8141482,6.3994923,7.1611085,0.011244173,0.23637196,0.27386925,1539843876542,0,10.007717359023225
-1.8250049,7.321575,8.952583,-0.019115863,-0.12208951,-0.27314407,1539843876690,0,11.70832378000959
1.9208057,8.059241,7.0054326,0.09167164,0.055809647,0.25575975,1539843876836,0,10.84974404980948
-3.0728102,5.910908,6.1815457,-0.19701503,-0.029411508,-0.28592724,1539843876987,0,9.088041766567565
-1.4705421,4.0835085,10.059082,-0.11285914,-0.14126427,-0.14531232,1539843877087,0,10.95548567705552
-0.7041358,2.3734643,10.471025,-0.11285914,-0.14126427,-0.14531232,1539843877187,0,10.759716750864825
-2.095642,6.7491655,5.6426663,0.21417704,0.27365625,0.46561685,1539843877336,0,9.043375106215043
-3.9733377,10.279425,6.4114676,0.031484198,-0.08320736,-0.43453163,1539843877485,0,12.749937552581034
-4.282295,6.957532,4.622388,0.12895589,-0.034737833,0.09330691,1539843877585,0,9.38678714047533
-3.1350808,5.9635987,9.735755,0.010178909,-0.38734037,-0.031329036,1539843877710,0,11.839686081024078
3.3051271,7.2281694,13.986915,0.010178909,-0.38734037,-0.031329036,1539843877827,0,16.08738913682005
-4.9624805,10.092612,1.6621436,0.14919591,0.043026473,0.5172822,1539843877933,0,11.368806051756062
-4.040398,6.935977,0.102985844,0.061844237,0.26087308,0.22326918,1539843878079,0,8.027652149102963
-6.5384035,6.0617948,-1.0538087,-0.01858323,0.2795152,-0.16235656,1539843878179,1,8.97811724707998
3.5973196,-1.2549903,9.481883,-0.01858323,0.2795152,-0.16235656,1539843878324,1,10.218699241259978
9.972861,1.9351759,28.378588,-0.27158353,0.09682233,-0.19324923,1539843878424,1,30.14211537306242
-0.4981641,11.167976,13.912669,0.312714,0.06806019,-0.009491116,1539843878573,1,17.84752683456915
-1.7627344,12.133169,14.679075,-0.09794543,0.077647574,-0.26941565,1539843878697,1,19.125801039515427
-0.1460962,3.4488282,5.841453,-0.39408895,-0.15404746,-0.31788516,1539843878813,1,6.785155355920649
-2.6536818,3.4775686,4.4259963,-0.39408895,-0.15404746,-0.31788516,1539843878925,1,6.222937707463485
-2.9770093,4.775669,3.535049,-0.20180872,-0.10238212,-0.5021759,1539843879074,1,6.645763327282163
-3.530259,3.0296998,-4.497847,-0.3237815,-0.23394229,-0.7711552,1539843879198,1,6.470891524404504
0.21076173,5.221143,6.4210477,-0.56612915,-0.20091909,-0.9975239,1539843879319,1,8.278563178411872
1.2957057,1.7603394,8.547825,-0.29448673,-0.16736326,-1.0129703,1539843879443,1,8.82286576429846
2.6704469,3.7362306,15.548468,-0.29448673,-0.16736326,-1.0129703,1539843879565,1,16.21251254090864
0.16286133,1.7771046,5.5468655,-0.084097,0.004144322,-1.3139075,1539843879668,1,5.826863774556668
3.7577858,2.938689,13.625267,-0.5469544,-0.070424184,-1.6254973,1539843879817,1,14.43623039365511
-0.3544629,2.6369166,5.0702567,-0.27850774,0.21559931,-1.7213712,1539843879967,1,5.725947616484704
2.4956105,5.7983427,3.3602126,-1.2915742,0.6662062,-2.9203262,1539843880073,1,7.151215180062218
-8.823253,-21.531227,-14.286292,-1.2915742,0.6662062,-2.9203262,1539843880193,0,27.30460892847217
-4.2176294,-10.33451,-11.0051155,-4.1693864,1.1216068,4.3000364,1539843880306,0,15.674918241068584
